file,reason,run_id,kind,n_records,span_s,end_roll_deg,end_pitch_deg,end_z,desc_dt,desc_dz,desc_rate,desc_vz_min,desc_contact_mean
20260830_023902_run1291_dog0_FALL.json,FALL,1291,TIP,250,0.5,180.0,-0.0,-0.4389,,,,,
20260830_025210_run1297_dog0_FALL.json,FALL,1297,TIP,29022,58.04,36.83,9.41,0.0834,0.954,0.1168,0.1224,-0.5272,0.2468
20260830_025528_run1298_dog0_FALL.json,FALL,1298,LEVEL,36722,73.44,-0.52,9.98,0.0694,1.032,0.1308,0.1267,-0.7104,0.3036
20260830_025852_run1299_dog0_FALL.json,FALL,1299,TIP,30025,60.05,36.36,9.35,0.0832,1.036,0.1179,0.1138,-0.584,0.3898
20260830_030202_run1300_dog0_FALL.json,FALL,1300,TIP,25306,50.61,-36.02,9.37,0.0839,0.72,0.1172,0.1627,-0.0936,0.6169
20260830_030459_run1301_dog0_FALL.json,FALL,1301,TIP,25138,50.27,-34.54,9.24,0.0832,0.67,0.117,0.1747,-0.069,0.5519
20260830_031004_run1303_dog0_FALL.json,FALL,1303,TIP,29319,58.63,-33.58,9.22,0.0825,0.716,0.1183,0.1653,-0.3851,0.1753
20260830_031350_run1304_dog0_FALL.json,FALL,1304,LEVEL,30410,60.82,0.54,10.31,0.0703,19.0351,0.1298,0.0068,-0.6355,0.6169
20260830_031735_run1305_dog0_FALL.json,FALL,1305,LEVEL,32724,65.44,0.22,10.47,0.0704,0.988,0.1301,0.1317,-0.5855,0.6299
20260830_032128_run1306_dog0_FALL.json,FALL,1306,LEVEL,27333,54.66,3.58,8.35,0.0667,0.83,0.1337,0.1611,-0.3304,0.1688
20260830_032832_run1309_dog0_FALL.json,FALL,1309,TIP,22143,44.28,-30.21,9.02,0.0804,0.888,0.1211,0.1363,-0.0701,0.2158
20260830_033116_run1310_dog0_FALL.json,FALL,1310,LEVEL,12987,25.97,5.56,7.92,0.0671,0.698,0.133,0.1906,-0.3729,0.1623
20260830_033328_run1311_dog0_FALL.json,FALL,1311,TIP,22036,44.07,-33.4,9.21,0.0836,0.682,0.1169,0.1714,-0.0875,0.5518
20260830_033626_run1312_dog0_FALL.json,FALL,1312,TIP,23275,46.55,-30.8,9.11,0.0817,0.95,0.1195,0.1258,-0.2489,0.2108
20260830_033952_run1313_dog0_FALL.json,FALL,1313,TIP,23137,46.27,-178.95,6.76,-0.0935,0.586,0.2943,0.5022,-0.3634,0.537
20260830_034312_run1314_dog0_FALL.json,FALL,1314,LEVEL,23243,46.48,0.56,7.75,0.0624,1.104,0.139,0.1259,-0.5805,0.5908
20260830_041143_run1326_dog0_FALL.json,FALL,1326,TIP,8128,16.25,-86.89,9.79,0.1679,4.376,0.115,0.0263,-0.0277,0.5
20260830_041559_run1328_dog0_FALL.json,FALL,1328,MIXED,14316,28.63,18.85,0.03,-0.0513,0.846,0.2524,0.2984,-2.9126,0.12
20260830_042043_run1330_dog0_FALL.json,FALL,1330,TIP,9392,18.78,-114.12,2.95,-0.0606,0.522,0.2612,0.5004,0.1954,0.4364
20260830_043236_run1335_dog0_FALL.json,FALL,1335,TIP,23768,47.53,-26.12,38.24,-0.2397,0.158,0.4412,2.7925,-1.8156,0.2727
20260830_043619_run1336_dog0_FALL.json,FALL,1336,MIXED,9630,19.25,13.09,-0.3,-0.0139,0.54,0.2144,0.397,-1.3966,0.1953
20260830_043917_run1338_dog0_FALL.json,FALL,1338,LEVEL,13064,26.12,1.26,1.48,0.0723,0.936,0.1293,0.1382,-0.3035,0.2259
20260830_043956_run1339_dog0_FALL.json,FALL,1339,LEVEL,12763,25.52,5.33,-1.21,0.0232,0.736,0.1771,0.2407,-0.2873,0.182
20260830_044036_run1340_dog0_FALL.json,FALL,1340,LEVEL,13050,26.1,-0.13,-2.77,0.0807,0.916,0.1201,0.1311,-0.6458,0.1501
20260830_044118_run1341_dog0_FALL.json,FALL,1341,LEVEL,13035,26.07,1.73,-2.75,0.0346,1.072,0.166,0.1549,-0.2076,0.3751
20260830_044203_run1342_dog0_FALL.json,FALL,1342,LEVEL,13080,26.16,1.79,-4.84,0.0647,0.81,0.1354,0.1672,-0.4558,0.2357
20260830_044254_run1343_dog0_FALL.json,FALL,1343,LEVEL,13233,26.46,2.21,1.66,0.0718,1.34,0.1284,0.0958,-0.4446,0.1542
20260830_044345_run1344_dog0_FALL.json,FALL,1344,LEVEL,13082,26.16,1.2,-3.75,0.0488,0.922,0.1513,0.1641,-0.5346,0.2137
20260830_044513_run1345_dog0_FALL.json,FALL,1345,LEVEL,13099,26.19,3.52,2.78,0.0618,0.788,0.1402,0.1779,-0.4204,0.3318
20260830_044650_run1346_dog0_FALL.json,FALL,1346,LEVEL,12762,25.52,2.84,-0.41,0.0222,0.752,0.1795,0.2387,-0.2343,0.2364
20260830_044822_run1347_dog0_FALL.json,FALL,1347,LEVEL,12943,25.88,2.28,-4.11,0.0454,1.116,0.1564,0.1402,-0.5859,0.1768
20260830_044943_run1348_dog0_FALL.json,FALL,1348,LEVEL,13075,26.15,2.35,-4.42,0.0446,0.936,0.1555,0.1661,-0.4472,0.1607
20260830_050214_run1355_dog0_FALL.json,FALL,1355,TIP,18257,36.51,111.18,32.54,0.2023,0.464,0.1067,0.2301,-1.6679,0.1723
20260830_050744_run1358_dog0_FALL.json,FALL,1358,LEVEL,20437,40.87,-0.0,3.23,0.0476,0.922,0.1529,0.1659,-0.3526,0.1
20260830_051515_run1362_dog0_FALL.json,FALL,1362,LEVEL,20295,40.59,-2.99,5.45,0.057,0.826,0.1434,0.1735,-0.134,0.1538
20260830_052426_run1367_dog0_FALL.json,FALL,1367,LEVEL,17406,34.81,-0.0,-0.0,0.037,0.76,0.1634,0.215,-0.3706,0.3545
20260830_052717_run1368_dog0_FALL.json,FALL,1368,LEVEL,20215,40.43,-9.52,8.18,0.0702,0.988,0.1305,0.132,-0.1569,0.1332
20260830_081634_run1475_dog0_FALL.json,FALL,1475,LEVEL,12914,25.82,-2.24,1.49,0.0308,1.01,0.1698,0.1681,-0.6896,0.1776
20260830_081712_run1476_dog0_FALL.json,FALL,1476,LEVEL,12754,25.5,-1.58,5.04,0.0309,0.748,0.1719,0.2298,-0.2142,0.2307
20260830_081751_run1477_dog0_FALL.json,FALL,1477,LEVEL,13067,26.13,1.83,1.36,0.0604,0.912,0.1401,0.1536,-0.3729,0.306
20260830_083443_run1492_dog0_FALL.json,FALL,1492,MIXED,12943,25.88,-10.45,4.22,0.0892,0.898,0.1113,0.124,-0.0621,0.158
20260830_084512_run1499_dog0_FALL.json,FALL,1499,LEVEL,13620,27.24,-1.28,-2.39,0.0462,0.702,0.1551,0.2209,-0.5155,0.4616
20260830_084859_run1501_dog0_FALL.json,FALL,1501,LEVEL,14320,28.64,-0.28,2.49,0.0241,0.866,0.1761,0.2033,-0.1766,0.1354
20260830_085136_run1502_dog0_FALL.json,FALL,1502,LEVEL,13602,27.2,-6.65,-3.7,0.0577,0.63,0.1438,0.2283,-0.3706,0.2091
20260830_085531_run1504_dog0_FALL.json,FALL,1504,LEVEL,14055,28.11,-0.06,-0.01,0.0369,1.118,0.1637,0.1464,-0.4065,0.2183
20260830_085756_run1505_dog0_FALL.json,FALL,1505,LEVEL,13777,27.55,0.0,-0.0,0.037,0.768,0.1641,0.2137,-0.4278,0.2662
20260830_090019_run1506_dog0_FALL.json,FALL,1506,LEVEL,13791,27.58,-0.01,0.0,0.0371,0.828,0.1635,0.1975,-0.334,0.1727
20260830_100932_run1543_dog0_FALL.json,FALL,1543,LEVEL,12774,25.54,0.37,-0.59,0.0417,0.742,0.1596,0.215,-0.407,0.2084
20260830_102446_run1552_dog0_FALL.json,FALL,1552,LEVEL,20623,41.24,-0.07,0.57,0.0335,0.866,0.1666,0.1924,-0.3898,0.1763
20260830_104712_run1564_dog0_FALL.json,FALL,1564,TIP,16579,33.15,-176.62,7.39,-0.2062,0.752,0.4092,0.5441,-0.6485,0.4158
20260830_105029_run1565_dog0_FALL.json,FALL,1565,MIXED,17459,34.91,19.38,-8.9,-0.2088,0.784,0.4103,0.5233,-2.2382,0.0553
20260830_105311_run1566_dog0_FALL.json,FALL,1566,TIP,17833,35.66,-164.58,7.49,-0.1297,0.784,0.3319,0.4234,-1.7916,0.0686
20260830_111432_run1580_dog0_FALL.json,FALL,1580,LEVEL,23566,47.13,8.74,-7.71,0.0869,2.11,0.1138,0.0539,-1.7952,0.4659
20260830_120600_run1605_dog0_FALL.json,FALL,1605,LEVEL,65536,131.07,-1.28,0.07,-0.1229,0.514,0.3236,0.6297,-1.481,0.35
20260830_121712_run1610_dog0_FALL.json,FALL,1610,TIP,20060,40.11,-154.85,7.06,-0.0443,0.642,0.2548,0.3968,-1.8778,0.1676
20260830_121909_run1611_dog0_FALL.json,FALL,1611,TIP,52992,105.98,-51.57,6.76,-0.0877,0.796,0.2882,0.362,-1.3438,0.0374
20260830_122318_run1613_dog0_FALL.json,FALL,1613,LEVEL,17119,34.23,-8.24,10.94,0.0653,1.454,0.137,0.0943,-4.0596,0.2289
20260830_122454_run1614_dog0_FALL.json,FALL,1614,TIP,35381,70.76,-129.42,1.18,-0.0699,1.306,0.2727,0.2088,-1.491,0.0129
20260830_123239_run1618_dog0_FALL.json,FALL,1618,TIP,23657,47.31,31.36,-11.0,-0.1473,0.97,0.3491,0.3599,-1.2487,0.0284
20260830_153727_run1648_dog0_FALL.json,FALL,1648,LEVEL,24674,49.34,-0.11,0.48,0.0389,1.15,0.1611,0.1401,-0.9057,0.2435
20260830_153911_run1649_dog0_FALL.json,FALL,1649,TIP,6411,12.81,111.72,41.85,-0.2181,0.398,0.4185,1.0515,0.2641,0.5
